OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape__Area,Shape__Length
903,42,101,021500,1,421010215001,Block Group 1,G5030,S,166933,0,+40.0389298,-075.2258380,1796788.88513184,6873.62450107131
904,42,101,021600,1,421010216001,Block Group 1,G5030,S,353144,0,+40.0397929,-075.2319386,3801068.72064209,8958.51183417426
905,42,101,033000,1,421010330001,Block Group 1,G5030,S,61096,0,+40.0380118,-075.0341818,657607.81463623,3252.97346511417
906,42,101,033000,2,421010330002,Block Group 2,G5030,S,57698,0,+40.0359991,-075.0326434,621046.802246094,3190.9489718015
907,42,101,033102,1,421010331021,Block Group 1,G5030,S,279403,0,+40.0459446,-075.0237450,3228079.69891357,6966.82916367008
908,42,101,033102,4,421010331024,Block Group 4,G5030,S,213453,0,+40.0462668,-075.0297996,2297508.27398682,6897.67246273306
909,42,101,033102,2,421010331022,Block Group 2,G5030,S,116968,0,+40.0435703,-075.0278361,1258990.23553467,4640.00411045394
910,42,101,033102,3,421010331023,Block Group 3,G5030,S,108448,0,+40.0423100,-075.0308744,1167273.67388916,4390.65429155325
911,42,101,033101,4,421010331014,Block Group 4,G5030,S,114581,0,+40.0420205,-075.0369459,1233287.49267578,5504.14290620085
912,42,101,033101,3,421010331013,Block Group 3,G5030,S,109531,0,+40.0411445,-075.0339104,1178950.58856201,4356.44901007697
913,42,101,033101,2,421010331012,Block Group 2,G5030,S,127572,0,+40.0387122,-075.0382636,1373137.93414307,5544.073121408
914,42,101,033101,1,421010331011,Block Group 1,G5030,S,135270,0,+40.0396895,-075.0417774,1455986.48632813,5288.56320422044
915,42,101,033300,1,421010333001,Block Group 1,G5030,S,388412,0,+40.0591511,-075.0414197,4507128.96661377,9657.7706585203
916,42,101,033300,2,421010333002,Block Group 2,G5030,S,324893,0,+40.0531618,-075.0436323,3496977.2477417,9899.94164252027
917,42,101,033400,2,421010334002,Block Group 2,G5030,S,297404,0,+40.0539499,-075.0520329,3193648.99517822,7761.86445122201
918,42,101,033400,3,421010334003,Block Group 3,G5030,S,205789,0,+40.0583162,-075.0526190,2247836.52990723,9263.12548567439
919,42,101,033400,1,421010334001,Block Group 1,G5030,S,212084,0,+40.0582174,-075.0480545,2300266.0355835,6024.74736204212
920,42,101,033500,3,421010335003,Block Group 3,G5030,S,259871,0,+40.0559631,-075.0692501,2797129.98370361,7354.9364015154
921,42,101,033500,1,421010335001,Block Group 1,G5030,S,181067,0,+40.0577757,-075.0652484,1948913.1260376,7112.24619392266
922,42,101,033600,3,421010336003,Block Group 3,G5030,S,301472,0,+40.0593277,-075.0625063,3244866.55334473,9847.85305392512
923,42,101,033600,2,421010336002,Block Group 2,G5030,S,241200,0,+40.0590427,-075.0571426,2596163.59118652,6521.72070270416
924,42,101,033600,5,421010336005,Block Group 5,G5030,S,180062,0,+40.0655340,-075.0592513,1961619.82952881,5837.97206560144
925,42,101,016100,1,421010161001,Block Group 1,G5030,S,316141,0,+39.9825576,-075.1299751,3402850.09863281,9295.54203494945
926,42,101,034502,1,421010345021,Block Group 1,G5030,S,139296,0,+40.0839969,-075.0440921,1552853.17376709,6207.64489697352
927,42,101,980400,1,421019804001,Block Group 1,G5030,S,2923998,51364,+39.8798897,-075.2337414,32013439.1826782,32823.4348673019
928,42,101,000803,1,421010008031,Block Group 1,G5030,S,36421,0,+39.9496909,-075.1767849,392029.633239746,2644.60264439422
929,42,101,035301,2,421010353012,Block Group 2,G5030,S,676744,33709,+40.0659313,-074.9934646,7288198.92327881,12100.6452508117
930,42,101,000803,3,421010008033,Block Group 3,G5030,S,55663,0,+39.9490038,-075.1722090,599147.227783203,3525.03863359872
931,42,101,001002,2,421010010022,Block Group 2,G5030,S,70222,0,+39.9441146,-075.1476410,755861.598449707,3940.5496309662
932,42,101,035601,3,421010356013,Block Group 3,G5030,S,370002,0,+40.0962989,-075.0439127,3982479.1463623,8822.04101740088
933,42,101,009100,2,421010091002,Block Group 2,G5030,S,249372,0,+39.9586158,-075.1968056,2684200.60351563,7103.14080569586
934,42,101,000500,1,421010005001,Block Group 1,G5030,S,428783,0,+39.9519534,-075.1581776,4615352.06750488,10071.0378479122
935,42,101,020400,3,421010204003,Block Group 3,G5030,S,135146,0,+40.0209083,-075.1511329,1457662.44171143,5846.23410355188
936,42,101,028400,4,421010284004,Block Group 4,G5030,S,157590,0,+40.0217887,-075.1386593,1661042.90045166,5475.45229497894
937,42,101,000401,1,421010004011,Block Group 1,G5030,S,214766,14981,+39.9541871,-075.1758082,2513948.07617188,6874.43019105644
938,42,101,001500,2,421010015002,Block Group 2,G5030,S,166161,0,+39.9421477,-075.1611428,1788517.61254883,6808.14658379967
939,42,101,001800,2,421010018002,Block Group 2,G5030,S,176790,0,+39.9402901,-075.1610854,1902930.36572266,7137.92517077876
940,42,101,001400,3,421010014003,Block Group 3,G5030,S,144992,0,+39.9426575,-075.1685398,1560685.72497559,5697.36508338446
941,42,101,001900,3,421010019003,Block Group 3,G5030,S,124769,0,+39.9395150,-075.1687661,1343010.58013916,4888.69515854065
942,42,101,001400,1,421010014001,Block Group 1,G5030,S,122231,0,+39.9429965,-075.1733438,1315675.36706543,5871.9969831886
943,42,101,001900,2,421010019002,Block Group 2,G5030,S,138246,0,+39.9401848,-075.1753318,1488059.25762939,5957.382673834
944,42,101,001300,5,421010013005,Block Group 5,G5030,S,498140,60713,+39.9427269,-075.1861767,5902127.66705322,12334.1407069778
945,42,101,038900,2,421010389002,Block Group 2,G5030,S,243942,0,+40.0581035,-075.1688893,2625668.90820313,6475.78844311462
946,42,101,028600,1,421010286001,Block Group 1,G5030,S,260201,0,+40.0283561,-075.1248049,2816091.5100708,8870.49510535714
947,42,101,031700,4,421010317004,Block Group 4,G5030,S,217603,0,+40.0334715,-075.0655936,2342200.0949707,7745.92298718211
948,42,101,032000,3,421010320003,Block Group 3,G5030,S,90658,0,+40.0278751,-075.0565805,975793.006530762,4132.57020811231
949,42,101,006700,6,421010067006,Block Group 6,G5030,S,93204,0,+39.9234917,-075.2242425,1040027.51409912,4940.97339028519
950,42,101,006700,1,421010067001,Block Group 1,G5030,S,225527,0,+39.9238317,-075.2205288,2375056.91021729,7559.58883020628
951,42,101,006700,4,421010067004,Block Group 4,G5030,S,99711,0,+39.9238398,-075.2296654,1073269.56286621,4527.24151605736
952,42,101,006700,3,421010067003,Block Group 3,G5030,S,87695,0,+39.9216789,-075.2275612,943942.073364258,4310.5086797947
953,42,101,006900,3,421010069003,Block Group 3,G5030,S,133619,0,+39.9325658,-075.2185420,1440931.71411133,8033.84436562679
954,42,101,006900,2,421010069002,Block Group 2,G5030,S,151756,0,+39.9315388,-075.2191775,1631199.05645752,8090.50956740485
955,42,101,006900,1,421010069001,Block Group 1,G5030,S,418977,102803,+39.9309319,-075.2123940,5663325.49804688,12725.5153406378
956,42,101,007000,3,421010070003,Block Group 3,G5030,S,163987,0,+39.9333434,-075.2225746,1765144.49621582,8054.06149256897
957,42,101,007000,1,421010070001,Block Group 1,G5030,S,71399,0,+39.9378063,-075.2198582,768539.026245117,3601.04038242719
958,42,101,007000,2,421010070002,Block Group 2,G5030,S,63686,0,+39.9367197,-075.2220087,685513.00958252,3941.83082016242
959,42,101,007000,4,421010070004,Block Group 4,G5030,S,58803,0,+39.9350337,-075.2238087,632934.163330078,3345.40486980658
960,42,101,007101,1,421010071011,Block Group 1,G5030,S,68847,0,+39.9363685,-075.2275428,741058.18572998,3495.55760367287
961,42,101,007102,2,421010071022,Block Group 2,G5030,S,89947,0,+39.9386767,-075.2293249,968171.269287109,4025.77709574083
962,42,101,007101,2,421010071012,Block Group 2,G5030,S,85135,0,+39.9378650,-075.2254182,916387.176269531,3834.53368272234
963,42,101,007101,3,421010071013,Block Group 3,G5030,S,99274,0,+39.9396502,-075.2228736,1068562.1427002,4133.41662918813
964,42,101,007102,3,421010071023,Block Group 3,G5030,S,89337,0,+39.9406646,-075.2265923,961612.302246094,3927.73325453809
965,42,101,007102,1,421010071021,Block Group 1,G5030,S,81753,0,+39.9428894,-075.2254638,879964.916320801,4421.40932601281
966,42,101,007102,4,421010071024,Block Group 4,G5030,S,74643,0,+39.9423823,-075.2286315,803455.192871094,3627.11423501551
967,42,101,007102,5,421010071025,Block Group 5,G5030,S,80081,0,+39.9403532,-075.2313861,861990.548950195,3809.26674459819
968,42,101,007200,6,421010072006,Block Group 6,G5030,S,148358,0,+39.9453231,-075.2363352,1596908.94122314,5591.76585552104
969,42,101,007200,2,421010072002,Block Group 2,G5030,S,113269,0,+39.9463936,-075.2312761,1219221.94805908,4927.1257880971
970,42,101,007200,5,421010072005,Block Group 5,G5030,S,52648,0,+39.9443327,-075.2324871,566694.645446777,3072.91003241148
971,42,101,007200,4,421010072004,Block Group 4,G5030,S,52512,0,+39.9446371,-075.2289277,565235.083679199,3116.42227589991
972,42,101,007200,3,421010072003,Block Group 3,G5030,S,43369,0,+39.9430030,-075.2313126,466823.260314941,2771.98829598738
973,42,101,007300,3,421010073003,Block Group 3,G5030,S,94261,0,+39.9451912,-075.2219603,1014624.50195313,4596.06552860797
974,42,101,021700,4,421010217004,Block Group 4,G5030,S,253102,0,+40.0393642,-075.2179609,2724269.24700928,7444.01947438705
975,42,101,021700,3,421010217003,Block Group 3,G5030,S,372281,0,+40.0421761,-075.2219730,4007068.15991211,11016.0628521708
976,42,101,021700,1,421010217001,Block Group 1,G5030,S,496684,0,+40.0483703,-075.2235488,5346080.67303467,10123.2773325902
977,42,101,021700,2,421010217002,Block Group 2,G5030,S,437509,0,+40.0469355,-075.2295354,4709134.09783936,10001.9930043922
978,42,101,021800,1,421010218001,Block Group 1,G5030,S,464230,0,+40.0612774,-075.2322445,4996729.01141357,10202.7416842806
979,42,101,038400,1,421010384001,Block Group 1,G5030,S,1898398,0,+40.0732932,-075.2322576,17455462.7889404,31027.4071364189
980,42,101,038700,1,421010387001,Block Group 1,G5030,S,276963,0,+40.0766599,-075.2023573,2978024.43054199,8002.04607856909
981,42,101,038500,1,421010385001,Block Group 1,G5030,S,373318,2441,+40.0715594,-075.2055734,4058752.69927979,9621.55704959071
982,42,101,038800,1,421010388001,Block Group 1,G5030,S,784035,4751,+40.0604204,-075.1979342,8545166.16430664,13997.7585427063
983,42,101,038800,3,421010388003,Block Group 3,G5030,S,155486,0,+40.0565026,-075.1916464,1673580.11566162,6500.3120132076
984,42,101,023600,1,421010236001,Block Group 1,G5030,S,187093,0,+40.0477953,-075.1946378,2013763.96929932,6496.58077736179
985,42,101,023600,2,421010236002,Block Group 2,G5030,S,268998,0,+40.0415225,-075.1917712,2895391.95843506,7528.10486748793
986,42,101,023700,3,421010237003,Block Group 3,G5030,S,194451,0,+40.0473108,-075.1903852,2092974.24316406,7382.15522864999
987,42,101,023700,1,421010237001,Block Group 1,G5030,S,209448,0,+40.0440553,-075.1879150,2254406.07946777,6763.10453083037
988,42,101,023800,3,421010238003,Block Group 3,G5030,S,125519,0,+40.0360497,-075.1795665,1351037.62200928,5784.33262798119
989,42,101,023800,4,421010238004,Block Group 4,G5030,S,186572,0,+40.0367261,-075.1841338,2008174.63537598,6188.12440910164
990,42,101,033600,1,421010336001,Block Group 1,G5030,S,214971,0,+40.0621605,-075.0545286,2344122.31903076,6106.96569942688
991,42,101,033600,4,421010336004,Block Group 4,G5030,S,215934,0,+40.0631412,-075.0616768,2324195.63250732,6277.9257281456
992,42,101,033702,4,421010337024,Block Group 4,G5030,S,115518,0,+40.0690232,-075.0562318,1236664.58221436,5250.29443382053
993,42,101,033702,3,421010337023,Block Group 3,G5030,S,125025,0,+40.0678900,-075.0544618,1328564.89471436,5204.96202192971
994,42,101,033701,2,421010337012,Block Group 2,G5030,S,231733,0,+40.0654521,-075.0516174,2445451.24005127,7644.20691482654
995,42,101,033701,3,421010337013,Block Group 3,G5030,S,448492,0,+40.0645762,-075.0469886,4825012.65576172,11840.7040500137
996,42,101,033702,1,421010337021,Block Group 1,G5030,S,232214,0,+40.0738707,-075.0515234,2503134.72247314,10016.5747464998
997,42,101,033701,1,421010337011,Block Group 1,G5030,S,293428,0,+40.0726253,-075.0476789,3154223.88745117,8442.08479914189
998,42,101,033800,1,421010338001,Block Group 1,G5030,S,435731,0,+40.0641382,-075.0684168,4689964.79675293,9108.30690583474
999,42,101,033800,2,421010338002,Block Group 2,G5030,S,216175,0,+40.0584588,-075.0729939,2326799.84014893,6253.41953196734
1000,42,101,033800,5,421010338005,Block Group 5,G5030,S,438468,0,+40.0644161,-075.0768393,4719930.84136963,13365.2857649429
1001,42,101,033800,4,421010338004,Block Group 4,G5030,S,185801,0,+40.0616044,-075.0776995,1999856.11804199,6821.07018461366
1002,42,101,033800,3,421010338003,Block Group 3,G5030,S,124045,0,+40.0600276,-075.0757693,1335158.14776611,5197.05101434811
1003,42,101,033900,3,421010339003,Block Group 3,G5030,S,646395,0,+40.0698995,-075.0901572,7006319.1192627,10715.0308758117
1004,42,101,033900,2,421010339002,Block Group 2,G5030,S,298231,0,+40.0662960,-075.0850064,3222049.31005859,11732.270816383
1005,42,101,033900,1,421010339001,Block Group 1,G5030,S,196530,0,+40.0675664,-075.0816265,2107841.01184082,7267.94189927805
1006,42,101,034000,2,421010340002,Block Group 2,G5030,S,240686,0,+40.0691193,-075.0730278,2590619.57434082,6934.4836714662
1007,42,101,034000,3,421010340003,Block Group 3,G5030,S,199770,0,+40.0690559,-075.0773326,2155810.80389404,7735.58757645419
1008,42,101,034100,4,421010341004,Block Group 4,G5030,S,287921,0,+40.0750609,-075.0858439,3144388.37139893,7605.00080648744
1009,42,101,034100,5,421010341005,Block Group 5,G5030,S,242493,0,+40.0785238,-075.0827407,2610069.76647949,8344.72551031033
1010,42,101,002000,1,421010020001,Block Group 1,G5030,S,162005,0,+39.9380990,-075.1825438,1743812.98138428,5592.38949800781
1011,42,101,002100,1,421010021001,Block Group 1,G5030,S,90240,0,+39.9375818,-075.1788225,971318.422607422,5358.79403357366
1012,42,101,002000,2,421010020002,Block Group 2,G5030,S,127363,0,+39.9381958,-075.1865669,1370898.99890137,5361.48167188064
1013,42,101,003300,2,421010033002,Block Group 2,G5030,S,665039,72863,+39.9400973,-075.1971737,8193219.01477051,16980.5885462179
1014,42,101,002400,3,421010024003,Block Group 3,G5030,S,129277,0,+39.9374869,-075.1593439,1391516.94061279,5340.68316317717
1015,42,101,002400,5,421010024005,Block Group 5,G5030,S,180469,0,+39.9379937,-075.1639764,1942553.59973145,5609.66484416457
1016,42,101,002200,3,421010022003,Block Group 3,G5030,S,98601,0,+39.9368436,-075.1719420,1061346.85552979,4156.67702518632
1017,42,101,002300,2,421010023002,Block Group 2,G5030,S,141434,0,+39.9344077,-075.1625932,1522367.48864746,6971.49174580824
1018,42,101,003100,1,421010031001,Block Group 1,G5030,S,120702,0,+39.9340708,-075.1767676,1299236.07049561,4681.63368418454
1019,42,101,003200,4,421010032004,Block Group 4,G5030,S,140111,0,+39.9348365,-075.1863107,1508160.42553711,5532.51532970114
1020,42,101,002900,3,421010029003,Block Group 3,G5030,S,207341,0,+39.9321689,-075.1643410,2231773.94372559,6702.97307662077
1021,42,101,002900,1,421010029001,Block Group 1,G5030,S,111112,0,+39.9281159,-075.1670524,1196013.86645508,5552.722124024
1022,42,101,017500,6,421010175006,Block Group 6,G5030,S,160132,0,+40.0011937,-075.1414096,1723580.7543335,7567.41902136169
1023,42,101,006300,4,421010063004,Block Group 4,G5030,S,366095,0,+39.9196433,-075.2420076,3944195.7244873,8532.46617653964
1024,42,101,006400,3,421010064003,Block Group 3,G5030,S,430760,16097,+39.9244675,-075.2427399,4760078.98474121,13324.7681706646
1025,42,101,006200,4,421010062004,Block Group 4,G5030,S,298138,0,+39.9195583,-075.2349589,3209120.24499512,9457.07689466024
1026,42,101,007300,1,421010073001,Block Group 1,G5030,S,69247,0,+39.9432152,-075.2201074,745375.230529785,4240.06325360474
1027,42,101,007300,2,421010073002,Block Group 2,G5030,S,69302,0,+39.9425777,-075.2225743,745939.165527344,3894.51927141432
1028,42,101,007400,3,421010074003,Block Group 3,G5030,S,97312,0,+39.9410925,-075.2151804,1047457.47875977,4109.68316518214
1029,42,101,007400,2,421010074002,Block Group 2,G5030,S,210495,0,+39.9416178,-075.2117569,2265734.31188965,6945.19185141824
1030,42,101,007400,1,421010074001,Block Group 1,G5030,S,72901,0,+39.9437261,-075.2101212,786496.556945801,4183.64683631033
1031,42,101,007400,5,421010074005,Block Group 5,G5030,S,132739,0,+39.9379200,-075.2153048,1422702.42126465,5469.76318657169
1032,42,101,007700,1,421010077001,Block Group 1,G5030,S,158918,0,+39.9482081,-075.2086619,1710557.8805542,5861.09821898634
1033,42,101,007700,2,421010077002,Block Group 2,G5030,S,163342,0,+39.9445467,-075.2078658,1755213.2588501,6735.4820544038
1034,42,101,007800,2,421010078002,Block Group 2,G5030,S,67071,0,+39.9451441,-075.2163860,721931.267944336,4385.21443656119
1035,42,101,007800,1,421010078001,Block Group 1,G5030,S,96620,0,+39.9454443,-075.2133123,1039993.71984863,4975.82835788738
1036,42,101,007800,5,421010078005,Block Group 5,G5030,S,88393,0,+39.9477987,-075.2140426,951453.916992188,4107.13988709633
1037,42,101,007800,4,421010078004,Block Group 4,G5030,S,102113,0,+39.9471782,-075.2179737,1099137.25378418,4412.16835621784
1038,42,101,007800,3,421010078003,Block Group 3,G5030,S,73207,0,+39.9463761,-075.2203433,787990.312011719,4331.81297092489
1039,42,101,007900,2,421010079002,Block Group 2,G5030,S,112518,0,+39.9496946,-075.2162711,1211122.78344727,4917.37089243255
1040,42,101,007900,4,421010079004,Block Group 4,G5030,S,87128,0,+39.9516574,-075.2205538,937829.781494141,3913.50904817136
1041,42,101,007900,3,421010079003,Block Group 3,G5030,S,90223,0,+39.9493319,-075.2211712,971139.952270508,4014.58930919595
1042,42,101,007900,1,421010079001,Block Group 1,G5030,S,88081,0,+39.9514216,-075.2155369,948094.908996582,4506.02324534774
1043,42,101,008000,1,421010080001,Block Group 1,G5030,S,118033,0,+39.9517501,-075.2245703,1270490.97918701,4505.85895107261
1044,42,101,008000,2,421010080002,Block Group 2,G5030,S,93339,0,+39.9490058,-075.2252270,1004682.39984131,4027.04933608797
1045,42,101,008000,3,421010080003,Block Group 3,G5030,S,78536,0,+39.9488694,-075.2291886,845330.817871094,3699.35067197028
1046,42,101,008102,4,421010081024,Block Group 4,G5030,S,124564,0,+39.9512162,-075.2327417,1340785.2902832,4634.01517127339
1047,42,101,008102,2,421010081022,Block Group 2,G5030,S,59549,0,+39.9524670,-075.2366609,640978.852905273,3382.75137722348
1048,42,101,008101,1,421010081011,Block Group 1,G5030,S,95611,0,+39.9485145,-075.2335533,1029135.06219482,4243.51140040587
1049,42,101,008102,1,421010081021,Block Group 1,G5030,S,57450,0,+39.9509451,-075.2369846,618390.326965332,3344.57370451061
1050,42,101,008101,3,421010081013,Block Group 3,G5030,S,58375,0,+39.9494399,-075.2373009,628326.08013916,3364.78884404277
1051,42,101,008102,5,421010081025,Block Group 5,G5030,S,62374,0,+39.9534956,-075.2322655,671378.199707031,3514.43554439815
1052,42,101,008102,3,421010081023,Block Group 3,G5030,S,58589,0,+39.9540052,-075.2363455,630641.248596191,3366.68661884083
1053,42,101,023800,2,421010238002,Block Group 2,G5030,S,228705,0,+40.0396907,-075.1810508,2461679.902771,6384.3684201413
1054,42,101,023800,5,421010238005,Block Group 5,G5030,S,137208,0,+40.0400545,-075.1861383,1476853.58575439,5226.83022639653
1055,42,101,023800,1,421010238001,Block Group 1,G5030,S,103626,0,+40.0432716,-075.1830297,1115380.36975098,4459.86371123315
1056,42,101,023900,2,421010239002,Block Group 2,G5030,S,279357,2704,+40.0340342,-075.1882445,3035994.77807617,8443.83565704955
1057,42,101,023900,1,421010239001,Block Group 1,G5030,S,206680,0,+40.0350839,-075.1862932,2224618.63970947,8750.885936474
1058,42,101,024000,3,421010240003,Block Group 3,G5030,S,56589,0,+40.0272277,-075.1753384,609083.425537109,3841.34275313254
1059,42,101,024000,4,421010240004,Block Group 4,G5030,S,161992,0,+40.0253497,-075.1785078,1743595.21856689,5343.44470359982
1060,42,101,024000,1,421010240001,Block Group 1,G5030,S,146457,0,+40.0283083,-075.1826250,1576399.6987915,5339.40401536706
1061,42,101,024200,4,421010242004,Block Group 4,G5030,S,135524,0,+40.0261638,-075.1694702,1458730.39294434,4841.62289394518
1062,42,101,024200,1,421010242001,Block Group 1,G5030,S,158955,0,+40.0307172,-075.1700734,1710920.0838623,5483.06042552356
1063,42,101,024200,2,421010242002,Block Group 2,G5030,S,116971,0,+40.0280178,-075.1726189,1259018.88708496,4976.05457402442
1064,42,101,024300,1,421010243001,Block Group 1,G5030,S,93231,0,+40.0240968,-075.1753864,1003501.83636475,4881.61917113032
1065,42,101,024300,2,421010243002,Block Group 2,G5030,S,273790,0,+40.0222022,-075.1728836,2946965.44805908,7168.81608713115
1066,42,101,024300,4,421010243004,Block Group 4,G5030,S,220766,0,+40.0196803,-075.1685527,2376221.78625488,7673.4908277745
1067,42,101,024300,3,421010243003,Block Group 3,G5030,S,91248,0,+40.0217782,-075.1670674,982152.953735352,4648.82326332426
1068,42,101,026301,1,421010263011,Block Group 1,G5030,S,131323,0,+40.0721541,-075.1655030,1413492.76464844,6050.63796710254
1069,42,101,024400,2,421010244002,Block Group 2,G5030,S,141011,0,+40.0245913,-075.1620146,1517782.05761719,5030.66353370302
1070,42,101,024400,1,421010244001,Block Group 1,G5030,S,114907,0,+40.0228107,-075.1651512,1236825.23925781,5121.51065171616
1071,42,101,024500,4,421010245004,Block Group 4,G5030,S,149761,0,+40.0336968,-075.1659107,1611962.05743408,5849.78724368469
1072,42,101,024500,3,421010245003,Block Group 3,G5030,S,283190,0,+40.0365060,-075.1611206,3048130.9140625,9765.09481662802
1073,42,101,024500,1,421010245001,Block Group 1,G5030,S,100918,0,+40.0309340,-075.1639305,1086236.39337158,4217.65650894741
1074,42,101,024600,1,421010246001,Block Group 1,G5030,S,219982,0,+40.0351340,-075.1696422,2367777.13659668,6673.77459619708
1075,42,101,034100,2,421010341002,Block Group 2,G5030,S,195309,0,+40.0750082,-075.0770554,2102210.16265869,6807.28370682985
1076,42,101,034100,3,421010341003,Block Group 3,G5030,S,253384,0,+40.0727520,-075.0805688,2727282.4887085,7199.92478778207
1077,42,101,034100,6,421010341006,Block Group 6,G5030,S,167779,0,+40.0806141,-075.0798337,1976531.61181641,6142.51509868097
1078,42,101,034100,1,421010341001,Block Group 1,G5030,S,186381,0,+40.0779109,-075.0748317,2006106.25915527,5824.26378294268
1079,42,101,034400,2,421010344002,Block Group 2,G5030,S,615287,6447,+40.0890929,-075.0526839,6974417.2401123,15290.2844405646
1080,42,101,034400,1,421010344001,Block Group 1,G5030,S,562854,0,+40.0846179,-075.0490674,6027220.20410156,11355.9578396657
1081,42,101,034400,3,421010344003,Block Group 3,G5030,S,1089745,7290,+40.0959002,-075.0535703,11807844.5761108,16878.9879920953
1082,42,101,034502,2,421010345022,Block Group 2,G5030,S,460849,0,+40.0804140,-075.0342989,4960311.55310059,9940.34501788399
1083,42,101,034600,1,421010346001,Block Group 1,G5030,S,1853669,5746,+40.0708314,-075.0207264,20013730.147522,17984.9060755258
1084,42,101,036303,2,421010363032,Block Group 2,G5030,S,192954,0,+40.1001416,-074.9733306,2076855.84936523,9121.7884102091
1085,42,101,034701,2,421010347012,Block Group 2,G5030,S,473790,57,+40.0660148,-075.0325653,4905467.91833496,16996.0954657882
1086,42,101,034701,3,421010347013,Block Group 3,G5030,S,323704,0,+40.0701404,-075.0360251,3484208.90386963,7988.0998485266
1087,42,101,036303,1,421010363031,Block Group 1,G5030,S,1775917,0,+40.1075875,-074.9707982,18730539.3057251,22258.5043779746
1088,42,101,034701,1,421010347011,Block Group 1,G5030,S,350696,0,+40.0600521,-075.0308621,3774757.33465576,8654.9418848167
1089,42,101,034803,2,421010348032,Block Group 2,G5030,S,385594,54,+40.0651544,-075.0043860,4097224.94488525,9666.60638697245
1090,42,101,006600,4,421010066004,Block Group 4,G5030,S,168696,0,+39.9269016,-075.2316672,1815840.34381104,6328.68691297991
1091,42,101,006500,6,421010065006,Block Group 6,G5030,S,358545,15906,+39.9404954,-075.2382278,4010849.14056396,12967.0757424413
1092,42,101,006700,7,421010067007,Block Group 7,G5030,S,261353,0,+39.9274954,-075.2230280,2828868.93444824,8002.55741535639
1093,42,101,007000,5,421010070005,Block Group 5,G5030,S,111172,0,+39.9354189,-075.2193595,1202514.20373535,5770.10783312226
1094,42,101,007400,4,421010074004,Block Group 4,G5030,S,162483,0,+39.9408443,-075.2181493,1748940.70568848,6918.10098250822
1095,42,101,007300,4,421010073004,Block Group 4,G5030,S,154391,0,+39.9463158,-075.2258546,1661845.45959473,6459.22319851567
1096,42,101,008000,4,421010080004,Block Group 4,G5030,S,140563,0,+39.9518475,-075.2285120,1512984.50964355,4963.53599129782
1097,42,101,008200,6,421010082006,Block Group 6,G5030,S,174952,0,+39.9482658,-075.2466075,1883169.92803955,5456.77090792132
1098,42,101,008302,2,421010083022,Block Group 2,G5030,S,160814,0,+39.9598684,-075.2411966,1730960.4942627,5328.3459399639
1099,42,101,008400,4,421010084004,Block Group 4,G5030,S,132849,0,+39.9597108,-075.2340921,1429945.04949951,5653.28531452026
1100,42,101,008400,1,421010084001,Block Group 1,G5030,S,80067,0,+39.9559505,-075.2334768,861826.242919922,4397.90101102562
1101,42,101,008500,7,421010085007,Block Group 7,G5030,S,131477,0,+39.9592208,-075.2280723,1415211.94909668,5050.85559710049
1102,42,101,009300,5,421010093005,Block Group 5,G5030,S,117310,0,+39.9636222,-075.2264743,1262716.90423584,6424.31336413914
1103,42,101,009000,3,421010090003,Block Group 3,G5030,S,157264,0,+39.9602584,-075.1887399,1691299.51904297,8020.89049368451
1104,42,101,010900,3,421010109003,Block Group 3,G5030,S,86670,0,+39.9637916,-075.1921387,932890.199035645,5573.88770940824
1105,42,101,009100,3,421010091003,Block Group 3,G5030,S,105440,0,+39.9598452,-075.2006349,1134939.38739014,6041.45380876415
1106,42,101,009200,2,421010092002,Block Group 2,G5030,S,155224,0,+39.9608550,-075.2043756,1670796.56201172,5180.19889088793
1107,42,101,009400,2,421010094002,Block Group 2,G5030,S,130863,0,+39.9626116,-075.2298448,1408566.83166504,5798.95173303026
1108,42,101,010200,2,421010102002,Block Group 2,G5030,S,195088,0,+39.9669162,-075.2316975,2099894.47143555,7107.58440049405
1109,42,101,008200,5,421010082005,Block Group 5,G5030,S,249039,11136,+39.9509605,-075.2501145,2815401.55303955,12628.4978173586
1110,42,101,008200,7,421010082007,Block Group 7,G5030,S,88628,0,+39.9505452,-075.2462215,953963.035522461,4523.79108617371
1111,42,101,008200,1,421010082001,Block Group 1,G5030,S,82449,0,+39.9511230,-075.2410572,887461.071960449,3910.08836695519
1112,42,101,008200,2,421010082002,Block Group 2,G5030,S,67338,0,+39.9491549,-075.2412749,724816.605651855,3701.27749457088
1113,42,101,008200,3,421010082003,Block Group 3,G5030,S,92021,0,+39.9470884,-075.2418402,990496.22857666,4210.91270609681
1114,42,101,008200,4,421010082004,Block Group 4,G5030,S,77907,0,+39.9452774,-075.2445452,838572.381408691,4048.43727088147
1115,42,101,008301,1,421010083011,Block Group 1,G5030,S,209352,4017,+39.9599182,-075.2462885,2296654.07165527,7614.94115599614
1116,42,101,017601,1,421010176011,Block Group 1,G5030,S,79860,0,+39.9970824,-075.1365833,877791.371826172,5205.76662753448
1117,42,101,017601,2,421010176012,Block Group 2,G5030,S,82374,0,+39.9942548,-075.1387715,886637.766723633,4427.88345063624
